x,y,z,yaw
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004432061676290863
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.0044319039838726145
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430787858429573
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.00443121058215146
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430645053297322
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430689067883104
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430992972728045
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430908576220876
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004431088724634905
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430418014199093
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.00443049636814251
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004431066807606359
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430309686221812
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430641901531866
-0.0267556524599803,-0.0003158278196068333,2.2103517864296204e-19,-0.0044300454967583155
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430099692986436
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430277297374495
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004429946055572864
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430070282368558
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004429424509748663
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004429427892207207
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004429629705791139
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004429654972740335
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004429882440229059
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004429882440229059
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.0044299752111059435
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.0044304239481771715
-0.02675565245998031,-0.0003158278196068333,2.2103517864296204e-19,-0.004430545014112102
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430868561165384
-0.02675565245998031,-0.0003158278196068333,2.2103517864296204e-19,-0.00443027051643034
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004430093289083242
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.0044279891207534465
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.0044272034890910795
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.00442798708577304
-0.0267556524599803,-0.0003158278196068333,2.2103517864296204e-19,-0.0044274452260098475
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.0044274871897340175
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004427541898572235
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004426818980154733
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.0044275446816381715
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004427174837336763
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004427224493272095
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004428019283924371
-0.026755652459980305,-0.0003158278196068333,2.2103517864296204e-19,-0.004427909265974255
-0.026456473315266474,-0.0003173466690242538,-7.774715757455025e-06,-0.0019837892053365643
-0.025839147435265372,-0.0003187158957334894,-2.3861311947546222e-05,-0.003965663007337195
-0.025805989798714495,-0.0003188687857179532,-2.4723360872175055e-05,-0.004108085509414479
-0.025505668682216893,-0.0003202966052184699,-3.2530181111516614e-05,-0.005745035652640424
-0.024558277081141222,-0.00032682574379704115,-5.710675791508088e-05,-0.003975309090666216
-0.023252215097827145,-0.0003328620796234892,-9.10620616692097e-05,-0.0033074721247642364
-0.022025855080727557,-0.00033770950831950574,-0.0001229658328958218,-0.005402796197641669
-0.02195920374291098,-0.00033811292411335323,-0.0001246962582495136,-0.005375366323779468
-0.020353324757098012,-0.0003477888200851297,-0.0001663897511389315,-0.005124766272551502
