x,y,z,yaw,path_length,point_count
-0.02675565332174301,-0.000315827812300995,1.0,0.0,6.525,61
0.11299019306898117,-0.006275402847677469,1.0,-0.08722221851348878,6.525,61
0.25168564915657043,-0.024385817348957062,1.0,-0.17444443702697754,6.525,61
0.38827624917030334,-0.05450937896966934,1.0,-0.26166665554046636,6.525,61
0.5217235088348389,-0.09641706198453903,1.0,-0.34888887405395513,6.525,61
0.6510127782821655,-0.14979024231433868,1.0,-0.4361111223697663,6.525,61
0.777908980846405,-0.20892873406410217,1.0,-0.4361111223697663,6.525,61
0.9070922136306763,-0.26255810260772705,1.0,-0.26166665554046636,6.525,61
1.0405395030975342,-0.30446577072143555,1.0,-0.34888887405395513,6.525,61
1.1698287725448608,-0.3578389585018158,1.0,-0.4361111223697663,6.525,61
1.2990120649337769,-0.4114683270454407,1.0,-0.26166665554046636,6.525,61
1.43424654006958,-0.44768503308296204,1.0,-0.17444443702697754,6.525,61
1.570837140083313,-0.4778085947036743,1.0,-0.26166665554046636,6.525,61
1.704284429550171,-0.5197162628173828,1.0,-0.34888887405395513,6.525,61
1.8335736989974976,-0.5730894207954407,1.0,-0.4361111223697663,6.525,61
1.9627569913864136,-0.6267187595367432,1.0,-0.26166665554046636,6.525,61
2.099287509918213,-0.6571130156517029,1.0,-0.08722221851348878,6.525,61
2.2390213012695312,-0.6633495688438416,1.0,0.0,6.525,61
2.378767251968384,-0.6573899984359741,1.0,0.08722221851348878,6.525,61
2.517462730407715,-0.6392796039581299,1.0,0.17444443702697754,6.525,61
2.654053211212158,-0.60915607213974,1.0,0.26166665554046636,6.525,61
2.7875003814697266,-0.5672484040260315,1.0,0.34888887405395513,6.525,61
2.9208643436431885,-0.5250762701034546,1.0,0.17444443702697754,6.525,61
3.059523582458496,-0.5066909790039062,1.0,0.0,6.525,61
3.1992695331573486,-0.5126505494117737,1.0,-0.08722221851348878,6.525,61
3.287158966064453,-0.5164517164230347,1.0,0.0,6.525,61
3.37504243850708,-0.5125138163566589,1.0,0.08722221851348878,6.525,61
3.4622397422790527,-0.5008674263954163,1.0,0.17444443702697754,6.525,61
3.5480759143829346,-0.48160266876220703,1.0,0.26166665554046636,6.525,61
3.632089614868164,-0.4554615020751953,1.0,0.26166665554046636,6.525,61
3.7156946659088135,-0.42799875140190125,1.0,0.26166665554046636,6.525,61
3.799299716949463,-0.4005360007286072,1.0,0.26166665554046636,6.525,61
3.882904529571533,-0.3730732798576355,1.0,0.26166665554046636,6.525,61
3.9665095806121826,-0.34561052918434143,1.0,0.26166665554046636,6.525,61
4.050114631652832,-0.31814777851104736,1.0,0.26166665554046636,6.525,61
4.133719444274902,-0.2906850278377533,1.0,0.26166665554046636,6.525,61
4.217324733734131,-0.26322227716445923,1.0,0.26166665554046636,6.525,61
4.300929546356201,-0.23575954139232635,1.0,0.26166665554046636,6.525,61
4.38453483581543,-0.20829680562019348,1.0,0.26166665554046636,6.525,61
4.4681396484375,-0.18083405494689941,1.0,0.26166665554046636,6.525,61
4.5517449378967285,-0.15337131917476654,1.0,0.26166665554046636,6.525,61
4.635349750518799,-0.12590856850147247,1.0,0.26166665554046636,6.525,61
4.718954563140869,-0.098445825278759,1.0,0.26166665554046636,6.525,61
4.802559852600098,-0.07098308205604553,1.0,0.26166665554046636,6.525,61
4.886164665222168,-0.04352033510804176,1.0,0.26166665554046636,6.525,61
4.9697699546813965,-0.016057591885328293,1.0,0.26166665554046636,6.525,61
5.053374767303467,0.011405152268707752,1.0,0.26166665554046636,6.525,61
5.136979579925537,0.03886789828538895,1.0,0.26166665554046636,6.525,61
5.220584869384766,0.06633064150810242,1.0,0.26166665554046636,6.525,61
5.304189682006836,0.09379338473081589,1.0,0.26166665554046636,6.525,61
5.3877949714660645,0.12125612795352936,1.0,0.26166665554046636,6.525,61
5.471399784088135,0.14871887862682343,1.0,0.26166665554046636,6.525,61
5.555004596710205,0.1761816143989563,1.0,0.26166665554046636,6.525,61
5.638609886169434,0.20364436507225037,1.0,0.26166665554046636,6.525,61
5.722214698791504,0.23110710084438324,1.0,0.26166665554046636,6.525,61
5.805819988250732,0.2585698366165161,1.0,0.26166665554046636,6.525,61
5.889424800872803,0.2860325872898102,1.0,0.26166665554046636,6.525,61
5.973052501678467,0.3134249150753021,1.0,0.26166665554046636,6.525,61
6.058040142059326,0.3361436426639557,1.0,0.17444443702697754,6.525,61
6.144695281982422,0.3513052463531494,1.0,0.08722221851348878,6.525,61
6.2323479652404785,0.3587923049926758,1.0,0.0,6.525,61
