x,y,z,yaw
0.0,0.0,0.0,0.0
0.0,0.0,0.0,-2.1690880581956085e-19
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016120686877079685
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016120686877079685
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01611904506244771
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612057512639882
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612057512639882
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016119558632680896
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016119558632680896
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118744573242843
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016117845906703347
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016117845906703347
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016116641744715717
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016116641744715717
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016117957786116747
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01611660363276006
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01611660363276006
-0.0230917341536944,-0.00583273973672739,-8.158073601799235e-20,-0.016117085069894607
-0.0230917341536944,-0.00583273973672739,-8.158073601799235e-20,-0.016117085069894607
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01611777926697885
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01611756427662174
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01611756427662174
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118950859946836
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118950859946836
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118300638712172
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016119691830276818
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016119691830276818
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016119884944120692
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016119884944120692
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118590975340512
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118430613300025
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118430613300025
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016117401938262256
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016117401938262256
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118413795437027
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01611682381860094
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01611682381860094
-0.0230917341536944,-0.005832739736727389,-8.158073601799236e-20,-0.016117497596826885
-0.0230917341536944,-0.005832739736727389,-8.158073601799236e-20,-0.016117497596826885
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01611871543521723
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118321822871852
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118321822871852
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118874858674543
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118874858674543
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016118626851713398
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016120655610016472
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016120655610016472
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016123088060403114
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016123088060403114
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016125656187800586
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016125718936687683
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016125718936687683
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612809876621698
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612809876621698
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016128284513125597
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016123830714643305
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016123830714643305
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.0161228550879465
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.0161228550879465
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016124678532597202
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016123333722958686
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016123333722958686
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612352285657365
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612352285657365
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612458711179628
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016125443859686308
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016125443859686308
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016126336760864432
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016126336760864432
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612508877352979
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016127085131738564
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016127085131738564
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016126626444178675
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016126626444178675
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016126181933719737
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612638013388976
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612638013388976
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016125863670132128
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016125863670132128
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016126213170184988
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.0161257419866199
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.0161257419866199
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612565920596758
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612565920596758
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612705972185437
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612687965323769
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.01612687965323769
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016127315056165388
-0.0230917341536944,-0.005832739736727389,-8.158073601799235e-20,-0.016127315056165388
-0.022141176270009284,-0.005848546662197731,-2.6149277411441993e-05,-0.01724498731717027
-0.020840976523031032,-0.0058716271998896985,-6.188808747495641e-05,-0.02129915598568621
-0.020840976523031032,-0.0058716271998896985,-6.188808747495641e-05,-0.02129915598568621
-0.016930956653653746,-0.005964928128991166,-0.00016889024355765456,-0.03162711844247336
-0.016930956653653746,-0.005964928128991166,-0.00016889024355765456,-0.03162711844247336
-0.014993687793749443,-0.006027246899320388,-0.00022158709640895163,-0.03832015275034895
-0.012755027102071775,-0.006114292728082952,-0.0002821845674852313,-0.047056023774687906
-0.012755027102071775,-0.006114292728082952,-0.0002821845674852313,-0.047056023774687906
-0.007271892957763065,-0.006401707217906691,-0.0004291355579943839,-0.06448604356965497
-0.007271892957763065,-0.006401707217906691,-0.0004291355579943839,-0.06448604356965497
-0.0043728223012964446,-0.006590597194449544,-0.0005061008432761848,-0.07330329830653991
-0.0005001946752348288,-0.0068773002052765755,-0.0006082314115474301,-0.0819434838993424
-0.0005001946752348288,-0.0068773002052765755,-0.0006082314115474301,-0.0819434838993424
0.007246002333918217,-0.0075479854821834886,-0.0008105919960450943,-0.09414140679837066
0.007246002333918217,-0.0075479854821834886,-0.0008105919960450943,-0.09414140679837066
0.011511853371590122,-0.00795351456989218,-0.0009213158806273251,-0.09752708137187344
0.015440364248148104,-0.008340417614237492,-0.0010230175496077074,-0.09808427655762816
0.015440364248148104,-0.008340417614237492,-0.0010230175496077074,-0.09808427655762816
0.024119284457979534,-0.009192836510063515,-0.0012477444755407572,-0.09246748635194607
0.024119284457979534,-0.009192836510063515,-0.0012477444755407572,-0.09246748635194607
0.028330208691815857,-0.009586063897221019,-0.00135718292030248,-0.08743874328938707
0.03289893601441047,-0.009989582668190961,-0.0014763783244268922,-0.08210705890761494
0.03289893601441047,-0.009989582668190961,-0.0014763783244268922,-0.08210705890761494
0.042274806348607676,-0.010740760415699028,-0.0017225127227818487,-0.07148286426535995
0.042274806348607676,-0.010740760415699028,-0.0017225127227818487,-0.07148286426535995
0.04717590166348407,-0.011094980198043312,-0.0018519372860760514,-0.06556729814720139
0.052048033860823954,-0.011418126916780687,-0.001981171003051885,-0.0599971546212389
0.052048033860823954,-0.011418126916780687,-0.001981171003051885,-0.0599971546212389
0.0634253752429243,-0.012073139421181614,-0.002284928590317908,-0.047800014297910594
0.0634253752429243,-0.012073139421181614,-0.002284928590317908,-0.047800014297910594
0.06968732871824407,-0.012376666686338075,-0.002453241811006749,-0.042444211844158565
0.07581749896552256,-0.012640946128680667,-0.0026186637144005,-0.03884260545985126
0.07581749896552256,-0.012640946128680667,-0.0026186637144005,-0.03884260545985126
0.08850299688592064,-0.013127325438733559,-0.002962178812445488,-0.0352097429690501
0.08850299688592064,-0.013127325438733559,-0.002962178812445488,-0.0352097429690501
0.09535188428078575,-0.013372915552374852,-0.003147979086069236,-0.035163925344002415
0.10260059207101979,-0.01363253926005358,-0.003344631908636987,-0.03686556903167555
0.10260059207101979,-0.01363253926005358,-0.003344631908636987,-0.03686556903167555
0.11650647056235883,-0.01417634643922047,-0.003720983446192292,-0.04478693015417535
0.11650647056235883,-0.01417634643922047,-0.003720983446192292,-0.04478693015417535
0.12430805254771576,-0.014531196680981866,-0.0039311414921287665,-0.05114065561054676
