x,y,z,yaw,path_length,point_count
0.028170354405746577,-0.004425294525627562,1.0,0.015868614967813156,6.262,397
0.03821590503537209,-0.004428521353776759,1.0,0.016924466112330235,6.262,397
0.04827252622315495,-0.00443651387351647,1.0,0.018071718874973976,6.262,397
0.0583512728844089,-0.004454036905793739,1.0,0.019307788873312103,6.262,397
0.06846319993444773,-0.0044858552715556135,1.0,0.020630091724912352,6.262,397
0.07861936228858518,-0.004536733791749136,1.0,0.022036043047342482,6.262,397
0.08883081486213505,-0.0046114372873213546,1.0,0.02352305845817023,6.262,397
0.09910861257041109,-0.004714730579219313,1.0,0.025088553574963326,6.262,397
0.10946381032872705,-0.004851378488390057,1.0,0.026729944015289515,6.262,397
0.11990746305239675,-0.005026145835780631,1.0,0.028444645396716546,6.262,397
0.13045062565673385,-0.005243797442338083,1.0,0.03023007333681215,6.262,397
0.14110435305705224,-0.005509098129009456,1.0,0.03208364345314408,6.262,397
0.15187970016866562,-0.005826812716741798,1.0,0.03400277136328006,6.262,397
0.16278748792073505,-0.006201643289756463,1.0,0.03598488659371474,6.262,397
0.173835036116284,-0.006637353204971935,1.0,0.038027626789700536,6.262,397
0.18502696938450253,-0.0071369831851700715,1.0,0.0401287898067218,6.262,397
0.19636784302535007,-0.007703555364473269,1.0,0.04228617762142637,6.262,397
0.20786221233878618,-0.008340091877003923,1.0,0.0444975922104621,6.262,397
0.2195146326247704,-0.00904961485688443,1.0,0.04676083555047686,6.262,397
0.23132965918326218,-0.009835146438237184,1.0,0.04907370961811848,6.262,397
0.24331184731422117,-0.010699708755184585,1.0,0.05143401639003484,6.262,397
0.25546575231760676,-0.011646323941849026,1.0,0.05383955784287375,6.262,397
0.2677959294933786,-0.012678014132352904,1.0,0.056288135953283115,6.262,397
0.2803069341414962,-0.013797801460818616,1.0,0.05877755269791073,6.262,397
0.293003321561919,-0.015008708061368553,1.0,0.06130561005340449,6.262,397
0.3058896408448265,-0.01631375370118778,1.0,0.0638701105069563,6.262,397
0.3189691246070203,-0.01771545635674651,1.0,0.06646896478109958,6.262,397
0.33224206823932234,-0.019215214443155857,1.0,0.06910032508570978,6.262,397
0.3457083697066289,-0.020814274891537546,1.0,0.07176237630548248,6.262,397
0.3593679269738366,-0.022513884633013324,1.0,0.07445330332511325,6.262,397
0.37322063800584193,-0.0243152905987049,1.0,0.07717129102929766,6.262,397
0.3872664007675414,-0.02621973971973402,1.0,0.07991452430273133,6.262,397
0.4015051132238313,-0.028228478927222404,1.0,0.0826811880301097,6.262,397
0.41593667333960826,-0.030342755152291793,1.0,0.08546946709612843,6.262,397
0.4305609790797687,-0.03256381532606391,1.0,0.08827754638548309,6.262,397
0.44537792840920915,-0.03489290637966048,1.0,0.09110361078286917,6.262,397
0.460387419292826,-0.037331275244203245,1.0,0.09394584517298232,6.262,397
0.4755893496955158,-0.03988016885081391,1.0,0.09680243444051802,6.262,397
0.49098336598963166,-0.04254069046387018,1.0,0.09967159442461912,6.262,397
0.5065672551213872,-0.04531288156071928,1.0,0.10255176973713961,6.262,397
0.522337970636696,-0.048196307722618764,1.0,0.10544150752653986,6.262,397
0.5382924621503385,-0.05119053228603332,1.0,0.10833935542494345,6.262,397
0.5544276792770951,-0.054295118587427575,1.0,0.11124386106447409,6.262,397
0.5707405716317463,-0.057509629963266196,1.0,0.11415357207725528,6.262,397
0.5872280888290722,-0.060833629750013864,1.0,0.11706703609541069,6.262,397
0.6038871804838535,-0.06426668128413522,1.0,0.1199828007510639,6.262,397
0.6207147962108701,-0.06780834790209495,1.0,0.12289941367633853,6.262,397
0.6377078856249029,-0.07145819294035768,1.0,0.12581542250335814,6.262,397
0.6548633983407318,-0.07521577973538811,1.0,0.12872937486424646,6.262,397
0.6721782839731376,-0.07908067162365089,1.0,0.13163981839112704,6.262,397
0.6896494776067323,-0.08305241680968126,1.0,0.1345453042135858,6.262,397
0.7072733494658453,-0.08712997524425915,1.0,0.13744451942505997,6.262,397
0.7250455360013196,-0.09131154271572989,1.0,0.14033632774083848,6.262,397
0.7429616246246805,-0.09559526394217699,1.0,0.1432196046801457,6.262,397
0.7610172027474541,-0.0999792836416841,1.0,0.14609322576220618,6.262,397
0.7792078577811656,-0.10446174653233477,1.0,0.14895606650624432,6.262,397
0.7975291771373408,-0.10904079733221257,1.0,0.15180700243148462,6.262,397
0.8159767482275054,-0.11371458075940111,1.0,0.15464490905715153,6.262,397
0.834546158463185,-0.11848124153198394,1.0,0.15746866190246953,6.262,397
0.8532329952559049,-0.12333892436804467,1.0,0.16027713648666306,6.262,397
0.8720328460171914,-0.12828577398566687,1.0,0.16306920832895674,6.262,397
0.8909412981585696,-0.1333199351029341,1.0,0.16584375294857484,6.262,397
0.9099539390915652,-0.13843955243792996,1.0,0.16859964586474196,6.262,397
0.9290663292938863,-0.14364261035309123,1.0,0.17133581349786764,6.262,397
0.9482739215079696,-0.14892645178826744,1.0,0.174051385873102,6.262,397
0.967572141542435,-0.1542882593276613,1.0,0.17674554391678038,6.262,397
0.9869564152059014,-0.15972521555547553,1.0,0.17941746855523788,6.262,397
1.0064221683069883,-0.16523450305591292,1.0,0.1820663407148099,6.262,397
1.0259648266543144,-0.17081330441317613,1.0,0.18469134132183154,6.262,397
1.0455798160564997,-0.1764588022114679,1.0,0.18729165130263822,6.262,397
1.0652625623221634,-0.18216817903499094,1.0,0.18986645158356505,6.262,397
1.085008491259925,-0.18793861746794802,1.0,0.19241492309094735,6.262,397
1.1048130286784033,-0.19376730009454182,1.0,0.19493624675112037,6.262,397
1.1246716003862178,-0.19965140949897509,1.0,0.1974296034904193,6.262,397
1.144579632191988,-0.20558812826545056,1.0,0.1998941742351795,6.262,397
1.1645325690421584,-0.21157462597038723,1.0,0.20232915070036545,6.262,397
1.1845261422417472,-0.2176078775552186,1.0,0.20473388603080356,6.262,397
1.2045563035351696,-0.22368470813098065,1.0,0.20710785764034711,6.262,397
1.2246190103373074,-0.2298019389545515,1.0,0.20945054613948066,6.262,397
1.244710220063041,-0.23595639128280899,1.0,0.21176143213868848,6.262,397
1.264825890127254,-0.24214488637263112,1.0,0.21403999624845485,6.262,397
1.284961977944827,-0.24836424548089592,1.0,0.21628571907926422,6.262,397
1.3051144409306414,-0.2546112898644812,1.0,0.21849808124160094,6.262,397
1.3252792364995798,-0.26088284078026514,1.0,0.22067656334594937,6.262,397
1.3454523220665233,-0.26717571948512553,1.0,0.22282064600279392,6.262,397
1.3656296550463543,-0.27348674723594046,1.0,0.22492980982261887,6.262,397
1.3858071928539535,-0.2798127452895877,1.0,0.22700353541590862,6.262,397
1.4059808939768537,-0.2861505352414512,1.0,0.22904130376872117,6.262,397
1.4261469443044823,-0.2924970104501191,1.0,0.23104267548872517,6.262,397
