x,y,z,yaw
-6.820834096290522e-05,-4.488203142473353e-09,0.0,9.293363837059583e-05
-6.820834096290524e-05,-4.488203142473355e-09,0.0,9.293363837059583e-05
-6.820834096290524e-05,-4.488203142473355e-09,0.0,9.293363837059583e-05
-6.820834096290527e-05,-4.488203142473357e-09,0.0,9.293363837059608e-05
-0.01651495876115361,-0.0019382162180793623,3.5554207960999257e-19,-0.010014303436794639
-0.01651495876115361,-0.0019382162180793623,3.5554207960999257e-19,-0.010014303436794639
-0.01651495876115361,-0.0019382162180793623,3.561773543204333e-19,-0.010014060965457443
-0.01651495876115361,-0.0019382162180793623,3.561773543204333e-19,-0.010014060965457443
-0.01651495876115361,-0.0019382162180793623,3.5660087079406044e-19,-0.010014814007803326
-0.01651495876115361,-0.0019382162180793623,3.56812629030874e-19,-0.010012904782260912
-0.01651495876115361,-0.0019382162180793623,3.56812629030874e-19,-0.010012904782260912
-0.01651495876115361,-0.0019382162180793623,3.576596619781283e-19,-0.010012143445225944
-0.01651495876115361,-0.0019382162180793623,3.576596619781283e-19,-0.010012143445225944
-0.01651495876115361,-0.0019382162180793623,3.578714202149419e-19,-0.0100121173496371
-0.01651495876115361,-0.0019382162180793623,3.5829493668856904e-19,-0.010012293309036212
-0.01651495876115361,-0.0019382162180793623,3.5829493668856904e-19,-0.010012293309036212
-0.01651495876115361,-0.0019382162180793623,3.5893021139900977e-19,-0.010013649311104902
-0.01651495876115361,-0.0019382162180793623,3.5893021139900977e-19,-0.010013649311104902
-0.01651495876115361,-0.0019382162180793623,3.593537278726369e-19,-0.010012681283326894
-0.01651495876115361,-0.0019382162180793623,3.595654861094505e-19,-0.010014485153399968
-0.01651495876115361,-0.0019382162180793623,3.595654861094505e-19,-0.010014485153399968
-0.01651495876115361,-0.0019382162180793623,3.604125190567048e-19,-0.010014479049484559
-0.01651495876115361,-0.0019382162180793623,3.604125190567048e-19,-0.010014479049484559
-0.01651495876115361,-0.0019382162180793623,3.6062427729351837e-19,-0.010015175413393569
-0.01651495876115361,-0.0019382162180793623,3.610477937671455e-19,-0.010014223016013492
-0.01651495876115361,-0.0019382162180793623,3.610477937671455e-19,-0.010014223016013492
-0.01651495876115361,-0.0019382162180793623,3.6168306847758624e-19,-0.010013284497773766
-0.01651495876115361,-0.0019382162180793623,3.6168306847758624e-19,-0.010013284497773766
-0.01651495876115361,-0.0019382162180793623,3.621065849512134e-19,-0.010013650939457925
-0.01651495876115361,-0.0019382162180793623,3.6253010142484055e-19,-0.010012468053264605
-0.01651495876115361,-0.0019382162180793623,3.6253010142484055e-19,-0.010012468053264605
-0.01651495876115361,-0.0019382162180793623,3.6316537613528127e-19,-0.010012684950229594
-0.01651495876115361,-0.0019382162180793623,3.6316537613528127e-19,-0.010012684950229594
-0.01651495876115361,-0.0019382162180793623,3.6337713437209485e-19,-0.010012577420942666
-0.01651495876115361,-0.0019382162180793623,3.63800650845722e-19,-0.010013833010881538
-0.01651495876115361,-0.0019382162180793623,3.63800650845722e-19,-0.010013833010881538
-0.01651495876115361,-0.0019382162180793623,3.644359255561627e-19,-0.010014519252703169
-0.01651495876115361,-0.0019382162180793623,3.644359255561627e-19,-0.010014519252703169
-0.01651495876115361,-0.0019382162180793623,3.6485944202978987e-19,-0.010014347259919667
-0.01651495876115361,-0.0019382162180793623,3.65282958503417e-19,-0.010015366836151337
-0.01651495876115361,-0.0019382162180793623,3.654947167402306e-19,-0.01001582057228136
