x,y,z,yaw
-4.943897369594272e-05,-2.7520290229070368e-05,0.03199999996745226,-2.473856716890108e-06
-4.95561347803486e-05,-2.7516278944421264e-05,0.0319999999674694,-2.3262834182598797e-06
-4.9592017329328153e-05,-2.754215124551729e-05,0.03199999996748059,-2.1021316629714088e-06
-4.946870408325493e-05,-2.7456575045034488e-05,0.03199999996778143,-1.303447714033625e-06
-4.953222319486609e-05,-2.762457862169966e-05,0.031999999967469946,-1.5765222060684603e-06
-0.01695108096056539,-0.008045681893480422,0.0320000001335474,-0.003037172314175593
-0.01695103650524852,-0.008045692429723514,0.0320000001355892,-0.003037102663062075
-0.016951069525605256,-0.008045718943100409,0.03200000013415398,-0.0030369191717464395
-0.016951019184529417,-0.008045725693232997,0.03200000013654656,-0.0030364098971731833
-0.016951155202854926,-0.00804574769563357,0.03200000013033363,-0.0030367878053024927
-0.016951093612474558,-0.008045747647328757,0.032000000133129466,-0.003036691858908493
-0.01695101514389118,-0.008045766171443708,0.032000000136733,-0.0030366144780340923
-0.016951048251542717,-0.008045792691714104,0.03200000013529382,-0.0030364387859432664
-0.016951004802730048,-0.008045802975257615,0.032000000137289555,-0.003036335613618039
-0.016951097324327872,-0.00804580577019384,0.032000000133278174,-0.003035931463435589
-0.016951055405729568,-0.008045825380036849,0.03200000013504693,-0.003036185673310227
-0.016950990796454624,-0.008045840655838927,0.032000000138014295,-0.0030360799992851556
-0.016951034787733063,-0.008045864635617371,0.03200000013607538,-0.003035906955710827
-0.016950990143482173,-0.008045875179418318,0.03200000013812567,-0.0030358553676173923
-0.01695061330564762,-0.008045938903774412,0.032000000155372285,-0.0030358464862569197
-0.01695107487602469,-0.008045897717949732,0.03200000013435117,-0.003035727126152397
-0.016951029651278194,-0.00804590026441737,0.03200000013639327,-0.0030355972416701016
-0.016951048906272567,-0.008045922574786719,0.03200000013557122,-0.0030354760031605843
-0.016950973583389033,-0.008045947871916146,0.0320000001390493,-0.003035346886765218
-0.01695105266685433,-0.00804592797633619,0.03200000013518503,-0.0030377532118814115
-0.01695101170454605,-0.008045973140653665,0.03200000013738717,-0.0030351879879113417
-0.016950974579645915,-0.008045982043192262,0.03200000013908511,-0.0030351094638361954
-0.01695099105736951,-0.008046012554937998,0.03200000013841003,-0.0030348930359491563
-0.016950937108516216,-0.008046025311984234,0.032000000140887476,-0.0030348411175962864
-0.016950889654718627,-0.008046041857286019,0.032000000142998954,-0.0030343869145260847
-0.016950889960530065,-0.008045939277385816,0.03200000014265086,-0.003034055098154456
-0.016950976668649805,-0.008046050297181702,0.03200000013915244,-0.0030345857169682498
-0.016950878308424122,-0.008046074225536387,0.03200000014367048,-0.0030344453784260372
-0.01695094846657633,-0.008046091492655403,0.032000000140529374,-0.003034332922990471
